Cohort ID	Likelihood Weights	Mortality Prob
0	4.95500031902e-27	0.130936381364
1	2.70652257154e-88	0.218894103098
2	3.63191275574e-73	0.010033168697
3	5.98114133396e-07	0.0976764460632
4	1.10229151514e-05	0.052559208337
5	8.93444716343e-15	0.036778192483
6	0.00254816563763	0.0640154612995
7	4.15011984918e-14	0.110212610842
8	3.02023978194e-23	0.125062567527
9	2.590073223e-43	0.166256852861
10	2.28747351575e-28	0.131566409177
11	1.00675089742e-91	0.208713655115
12	0.0222885129838	0.0692911524221
13	2.51343709115e-137	0.264654056553
14	6.58733820335e-48	0.0179424020274
15	4.87214178936e-84	0.204435577952
16	4.6671437547e-22	0.131018392686
17	9.21197549899e-49	0.172020050249
18	4.00463224623e-07	0.0507122121926
19	0.00577546120571	0.0674494318346
20	4.83272211143e-110	0.242215924916
21	1.22875867276e-163	0.290795856959
22	7.8530222281e-09	0.100893011666
23	7.40822307907e-87	0.210773558544
24	6.48893066769e-129	0.264152854166
25	2.51343709115e-137	0.269435932416
26	9.73997269179e-19	0.0346628212972
27	9.31720746593e-45	0.0213258871375
28	0.00577546120571	0.0592508216737
29	2.36136335522e-132	0.264661325995
30	1.04377680494e-11	0.0385205818116
31	2.01844183014e-19	0.132121211251
32	1.02931187376e-172	0.287787963744
33	2.20350309399e-45	0.164617932642
34	6.44389613683e-99	0.210644363046
35	5.8798748544e-08	0.101499532992
36	1.27136704647e-66	0.209085269028
37	1.70661741001e-118	0.25204144485
38	9.80895426141e-56	0.0153036004298
39	9.86681307428e-94	0.227541851334
40	1.18014714799e-173	0.296769715783
41	2.08038828825e-115	0.22696803977
42	0.000193422542601	0.0913287576987
43	3.15224366647e-126	0.238891005251
44	9.73997269179e-19	0.0399355419075
45	1.60780763836e-25	0.139889122591
46	3.15224366647e-126	0.273492695897
47	4.60673605746e-08	0.0951481030284
48	7.45204841168e-07	0.09345484819
49	1.91389279233e-08	0.0477082859143
50	1.62354334475e-56	0.0156164177824
51	7.09449110753e-77	0.206862304553
52	0.0158682722295	0.07137215364
53	2.22956977364e-05	0.0870085312179
54	1.34282928951e-34	0.152556216191
55	8.85775238644e-33	0.025475138084
56	2.6755855409e-54	0.176494105593
57	6.92114085324e-06	0.0525512867227
58	2.7116858668e-53	0.180898605702
59	1.67189898617e-84	0.212929924406
60	2.42811101347e-11	0.0396769843601
61	3.72822075074e-20	0.130076236468
62	9.8578342248e-91	0.211376045741
63	1.05428867747e-18	0.130111988163
64	2.45419653853e-32	0.0244865030944
65	1.62573917187e-47	0.165409957715
66	1.37954743328e-75	0.202500447114
67	1.00005163247e-37	0.159317842497
68	2.09105790327e-165	0.283932479237
69	5.83083816507e-53	0.180100961746
70	1.70586909971e-142	0.271986555433
71	3.64470621787e-08	0.0498676642024
72	2.15148938418e-05	0.0503901407027
73	1.35929814532e-106	0.244143473726
74	6.99728196254e-19	0.125326282726
75	0.00105093592914	0.0579527171639
76	7.56716375986e-152	0.278977488315
77	3.15060912783e-12	0.110852099326
78	1.00714479229e-92	0.227735509909
79	3.06113373557e-90	0.220539415752
80	9.36626406948e-134	0.26615876645
81	4.26648315028e-58	0.190864940046
82	6.6231229623e-105	0.227773305868
83	5.9365558643e-12	0.111180519174
84	7.23169067904e-06	0.0882790886119
85	2.36136335522e-132	0.269807003277
86	2.8950843121e-24	0.134146445063
87	5.03227946835e-161	0.289803613673
88	5.51594331913e-69	0.202398034367
89	2.19786142479e-69	0.190291758861
90	4.99038534783e-09	0.0432763321565
91	4.09465645883e-155	0.285351885025
92	7.47443716259e-35	0.140474518709
93	5.28309655648e-56	0.177732988172
94	2.59510193399e-16	0.128359672801
95	0.00793817560117	0.0787378242705
96	5.21906600485e-144	0.271980060963
97	5.83083816507e-53	0.176367051135
98	2.77342638209e-85	0.010832394839
99	1.35817419502e-70	0.18897202495
100	3.92732498698e-10	0.104727021514
101	1.91412363293e-42	0.162846849655
102	3.58692755809e-135	0.2669232088
103	1.63536815229e-13	0.113608230401
104	1.17366706559e-152	0.273475193767
105	4.51515624325e-62	0.19077443358
106	2.93530417728e-63	0.0145881604255
107	3.37785183732e-167	0.279536797786
108	1.00675089742e-91	0.21036010608
109	7.50353589792e-171	0.299223626631
110	0.00577546120571	0.0599787474201
111	0.00120460278549	0.0497693673924
112	3.645353881e-160	0.280452684281
113	2.70681300123e-81	0.212077266832
114	1.08160376848e-26	0.0291400500894
115	3.67573027588e-107	0.229084285255
116	6.44389613683e-99	0.228624094654
117	1.89938497676e-149	0.277677115308
118	4.64781129451e-101	0.216342180002
119	4.9952137037e-08	0.0460385789719
120	1.82389924263e-53	0.0157652388135
121	5.1895807218e-52	0.0176011861945
122	3.73683067717e-44	0.018208881526
123	0.0158682722295	0.0814012096049
124	1.23875270369e-116	0.259408105118
125	5.49961616039e-46	0.166261008659
126	2.55607911241e-51	0.170318373819
127	2.36136335522e-132	0.254188958784
128	3.34219871733e-06	0.0460102613848
129	0.00100669495293	0.0909632669132
130	5.83083816507e-53	0.179870188723
131	6.2735743505e-170	0.291182767013
132	1.07419305906e-56	0.172698763584
133	1.74127734002e-61	0.0154077139182
134	1.08238105281e-102	0.242183475077
135	0.0189999842917	0.0775625394139
136	6.9982909927e-109	0.244060506729
137	7.30696952051e-22	0.122479586779
138	1.45361661929e-127	0.260427137822
139	9.8578342248e-91	0.226665276394
140	5.83083816507e-53	0.171309667857
141	2.60102578969e-06	0.0495720154416
142	7.02131879785e-24	0.0273761299585
143	8.75172620791e-06	0.0451896021648
144	4.83400523952e-31	0.022920044778
145	3.67340828622e-11	0.0411732974408
146	0.0171867596499	0.0754557081963
147	8.89269647733e-89	0.216766804311
148	1.32256567223e-60	0.172317924796
149	2.88597142104e-74	0.0136412342461
150	1.32151762025e-25	0.03087254111
151	1.18014714799e-173	0.2905101357
152	3.41635325684e-44	0.174749133957
153	0.0171867596499	0.0689550380517
154	0.000527332594273	0.0831744659254
155	9.46368342875e-95	0.225709497682
156	0.0195625019881	0.0666745495217
157	1.06688218158e-64	0.178594088909
158	3.37785183732e-167	0.291305796836
159	6.48893066769e-129	0.255580352432
160	0.0073718765329	0.0795558501528
161	1.15057469349e-36	0.153193217138
162	9.60357277761e-78	0.189787158331
163	3.08382553837e-128	0.25040446087
164	0.00479714942187	0.0554695044474
165	9.80895426141e-56	0.0153870986314
166	1.51028894834e-23	0.0303064216786
167	2.40627351539e-34	0.151040082172
168	4.43169464248e-65	0.185835543879
169	1.07419305906e-56	0.174966916755
170	1.58335620946e-09	0.102035098703
171	6.8617197243e-162	0.29669868478
172	1.24980130556e-52	0.178126113581
173	1.16451357839e-13	0.120240940061
174	4.46073155131e-49	0.169774983544
175	4.64781129451e-101	0.226146984963
176	3.3537367027e-82	0.204077539101
177	8.77340994224e-06	0.0868266717222
178	1.93548147565e-27	0.0292371019842
179	1.58081230084e-20	0.117324417395
180	1.83408586058e-65	0.192618077036
181	0.0177850508541	0.0709504628753
182	4.87214178936e-84	0.228299110584
183	1.35091875206e-28	0.0292955795927
184	7.48502173379e-05	0.0854913785878
185	1.16804940578e-121	0.243378823486
186	0.0107280571066	0.0660959419608
187	5.15197491623e-76	0.195443655455
188	2.590073223e-43	0.162154389646
189	2.73046535022e-154	0.278194311416
190	3.18719391361e-05	0.0863560634413
191	1.42267279196e-22	0.0291287162984
192	1.00714479229e-92	0.223169129354
193	4.9954981234e-106	0.233931628568
194	7.16357546454e-148	0.273266597226
195	1.84436000417e-158	0.280271900067
196	5.39244416979e-70	0.0140459561629
197	0.0151887123224	0.0779650049752
198	2.46097136609e-61	0.18886572353
199	1.70586909971e-142	0.285214732999
200	1.89938497676e-149	0.285551074582
201	2.38619158454e-56	0.171429424577
202	4.82549896619e-151	0.275525841432
203	6.80135114369e-74	0.196054200594
204	1.19959002814e-22	0.123102237101
205	1.34282928951e-34	0.150937293458
206	5.28309655648e-56	0.185250040047
207	1.62573917187e-47	0.169368897237
208	2.60864325233e-159	0.278592613745
209	1.62156406703e-139	0.276432696334
210	1.11492947088e-24	0.124513927748
211	8.85047449564e-172	0.289346133248
212	0.0177850508541	0.0604471433373
213	5.29826212654e-07	0.0466355606375
214	0.0013761293761	0.0491729558336
215	3.4101125977e-37	0.156642028046
216	8.98744987376e-60	0.0162421935295
217	7.16357546454e-148	0.284911361253
218	2.08038828825e-115	0.24986348664
219	1.82389924263e-53	0.0143555044152
220	0.00177813656971	0.0610969141168
221	2.78554709817e-11	0.106298436566
222	9.15660414e-07	0.0479890849952
223	1.16804940578e-121	0.244752300717
224	3.20423582035e-13	0.109973629278
225	4.33055809407e-147	0.282631169877
226	4.97317847099e-50	0.178784112185
227	4.33055809407e-147	0.264861275479
228	1.17366706559e-152	0.254972989164
229	2.96263686525e-140	0.272563772426
230	1.07619597074e-27	0.143365277087
231	1.62573917187e-47	0.168440576646
232	5.09435469809e-116	0.241595041434
233	5.98114133396e-07	0.0928584670029
234	1.26914773308e-35	0.15217352156
235	3.04995656534e-60	0.183741989217
236	2.88597142104e-74	0.0145046499097
237	2.38619158454e-56	0.182109608377
238	4.79407617633e-23	0.135766141207
239	3.15224366647e-126	0.244134553377
240	1.31613334363e-08	0.101420992898
241	2.80251587924e-130	0.268937725472
242	4.51515624325e-62	0.177578592433
243	0.020552118937	0.063362958472
244	8.35085757826e-112	0.238499477809
245	2.55898155388e-64	0.187489041343
246	8.85775238644e-33	0.0256336889014
247	1.60780763836e-25	0.1318561672
248	2.21095783645e-86	0.206929962604
249	2.73046535022e-154	0.276394515613
250	4.04208148971e-80	0.0101165872185
251	6.8617197243e-162	0.293260153219
252	3.46249107892e-15	0.119208291276
253	1.48542250314e-175	0.292397226124
254	8.166949619e-63	0.185367669282
255	3.25147759468e-111	0.250365284314
256	2.67039099664e-52	0.176666336365
257	1.60517537774e-59	0.192142097509
258	0.000193422542601	0.0928171216918
259	1.05598691312e-61	0.18018166879
260	5.53577279926e-100	0.227506311474
261	5.09143547455e-121	0.258911012564
262	4.9954981234e-106	0.228973834656
263	5.71022629013e-85	0.21243660205
264	3.08382553837e-128	0.260699034716
265	1.51071904258e-11	0.103577489083
266	1.45616548653e-63	0.204528749328
267	3.84220691634e-28	0.14075344156
268	1.58497042583e-18	0.120809798089
269	1.58081230084e-20	0.129135291477
270	1.11492947088e-24	0.126429079206
271	1.06200371646e-05	0.102041344328
272	8.51942021773e-68	0.190356616697
273	6.8947745906e-25	0.134771708538
274	2.06631997311e-181	0.292402602599
275	4.87214178936e-84	0.206562258516
276	0.0184231302234	0.0675852676439
277	1.11492947088e-24	0.133743292711
278	4.15011984918e-14	0.109570409535
279	8.56933771994e-104	0.241315253148
280	7.56716375986e-152	0.265199503683
281	6.62091304893e-125	0.27211416719
282	1.94105420775e-85	0.202188745589
283	0.000103657598989	0.0883603959886
284	0.00307299197313	0.0831863434363
285	1.35415848203e-129	0.257920403382
286	9.21197549899e-49	0.16303724743
287	6.62091304893e-125	0.242626714361
288	2.6755855409e-54	0.176021669986
289	9.46368342875e-95	0.222611332333
290	4.39145585687e-45	0.160513371965
291	1.33507676343e-101	0.233556334046
292	2.55607911241e-51	0.174968817304
293	1.34282928951e-34	0.145055864792
294	3.92732498698e-10	0.109379783306
295	1.51028894834e-23	0.0297807110408
296	7.98203721847e-16	0.119598012005
297	8.93444716343e-15	0.0330915625325
298	1.87918973114e-185	0.295016962982
299	0.00120460278549	0.0626677268859
300	2.6595498377e-122	0.245439022339
301	1.16804940578e-121	0.263738877037
302	3.51054582555e-78	0.209639843192
303	1.24980130556e-52	0.175153379696
304	0.000367578305836	0.0566817166765
305	1.15057469349e-36	0.145395206601
306	1.1557397762e-15	0.110099894835
307	0.00793817560117	0.0752615877661
308	1.05598691312e-61	0.181828441942
309	3.77018202377e-11	0.100558252934
310	4.82549896619e-151	0.275728610506
311	1.45040190437e-125	0.273794302236
312	0.00250563965586	0.0845643051968
313	3.94242336449e-10	0.0421584772158
314	0.00120460278549	0.0659591922855
315	1.34282928951e-34	0.154879409497
316	8.16096601519e-97	0.221289843713
317	0.00631064842583	0.0703763871385
318	0.00534930993302	0.0819297319294
319	6.00972218565e-123	0.256984843732
320	3.02023978194e-23	0.130596128298
321	5.28309655648e-56	0.188838669475
322	0.0216332029612	0.0777631803794
323	1.14749065892e-12	0.0395705052335
324	3.5074959156e-40	0.159598534921
325	5.39405974428e-38	0.148370886244
326	8.96492676607e-05	0.054274776787
327	4.43169464248e-65	0.190323807205
328	2.15522544023e-57	0.167762934456
329	8.09933779841e-72	0.199699830622
330	3.01388586385e-07	0.0519182066362
331	3.1925328928e-92	0.227943066969
332	0.0158682722295	0.074394250542
333	2.590073223e-43	0.160612029066
334	4.64781129451e-101	0.237735848184
335	7.974309353e-42	0.0164758241176
336	7.11741796459e-15	0.104065113321
337	2.80251587924e-130	0.263147489156
338	2.99093509752e-117	0.254965786205
339	1.32220927996e-43	0.166147771852
340	1.45361661929e-127	0.261316399508
341	7.56716375986e-152	0.285443737493
342	1.33507676343e-101	0.249658029313
343	2.80251587924e-130	0.257693478713
344	1.49254317743e-14	0.0386355865279
345	2.61584258902e-77	0.198878256379
346	1.67189898617e-84	0.214019926564
347	1.37897276289e-68	0.186969835668
348	3.05464707563e-103	0.241888425903
349	5.45156960852e-46	0.0200256537628
350	1.89408697443e-99	0.233369233021
351	1.94105420775e-85	0.222201294214
352	0.00277818918173	0.0853125340565
353	3.18719391361e-05	0.0845500966584
354	3.67849782076e-75	0.193367962055
355	1.51071904258e-11	0.110136263861
356	1.08238105281e-102	0.241010716622
357	1.17716893752e-17	0.139382407281
358	1.25765235081e-110	0.236997330287
359	1.7624355265e-177	0.297236817251
360	9.51631483162e-08	0.0970720184648
361	4.97382074256e-05	0.0514716901948
362	3.58692755809e-135	0.271379446541
363	1.20763619687e-51	0.167052219877
364	8.89600513486e-157	0.292674707548
365	5.51594331913e-69	0.194615276001
366	9.24030967633e-163	0.298234777137
367	9.21197549899e-49	0.168360533201
368	1.91412363293e-42	0.162663520833
369	2.6472131946e-08	0.0492740918909
370	1.63536815229e-13	0.113154499585
371	1.44652397418e-48	0.0176033845159
372	0.00285425720504	0.0565146020607
373	8.56933771994e-104	0.226234785885
374	9.31720746593e-45	0.0188159100793
375	1.21359428433e-16	0.116297498201
376	6.48893066769e-129	0.260080413323
377	4.65846880657e-73	0.210876538077
378	1.6703953375e-79	0.210373221199
379	0.0195625019881	0.064704672277
380	3.84220691634e-28	0.138152241417
381	5.39334155734e-51	0.17865744813
382	2.09105790327e-165	0.297027995222
383	0.0157578319398	0.0691328053176
384	0.00046012791271	0.0818425415111
385	0.000527332594273	0.0860301942941
386	2.90746182277e-95	0.227549999856
387	2.8950843121e-24	0.142522844956
388	1.47528626743e-24	0.0265095371392
389	2.90167539104e-38	0.157469709777
390	0.00976506014103	0.0714684477467
391	8.43672123347e-115	0.24159523098
392	1.06200371646e-05	0.0962261006371
393	9.31720746593e-45	0.0180057434668
394	3.04995656534e-60	0.182095410345
395	6.48893066769e-129	0.25471372439
396	3.06167353461e-19	0.120494675978
397	9.46368342875e-95	0.227458910111
398	1.32220927996e-43	0.158231028706
399	4.97317847099e-50	0.166876023439
400	1.22875867276e-163	0.288235953108
401	2.99872586115e-124	0.243148658535
402	5.6688919064e-43	0.0193736893208
403	3.06113373557e-90	0.215722302857
404	1.244387945e-31	0.144850429653
405	4.33055809407e-147	0.284789193005
406	0.00161867504542	0.0742154929538
407	0.00046012791271	0.0874508857085
408	1.84411657542e-15	0.0336274498144
409	2.76603023027e-21	0.134299460312
410	2.82254277483e-12	0.0416154415655
411	1.27136704647e-66	0.193798160577
412	8.16096601519e-97	0.242859338838
413	3.06113373557e-90	0.212072143875
414	9.46368342875e-95	0.232201300512
415	1.63536815229e-13	0.109311694755
416	4.03268243038e-119	0.255296930078
417	8.20388415521e-27	0.13434294475
418	4.03268243038e-119	0.24896286242
419	3.10654750905e-66	0.191683886001
420	5.29826212654e-07	0.0515926841144
421	3.83857154573e-20	0.0327322009579
422	2.60872304786e-57	0.0153164664448
423	9.95969696884e-21	0.0293502493154
424	1.07619597074e-27	0.142989305975
425	6.78741167269e-12	0.0428691576026
426	2.93358775367e-47	0.0180571711661
427	1.60866929088e-100	0.228909829603
428	8.71385247396e-20	0.124506639334
429	9.45762700857e-90	0.226612163726
430	8.04927263947e-29	0.141197399756
431	1.64986120489e-29	0.14052515663
432	7.14066352788e-32	0.148641026948
433	1.92679653103e-30	0.147461138703
434	4.83272211143e-110	0.242917369213
435	4.15011984918e-14	0.126693830759
436	4.82549896619e-151	0.2723589865
437	3.67495820521e-40	0.0207477039067
438	3.25147759468e-111	0.234423559389
439	1.6850169971e-07	0.0464360005299
440	6.80135114369e-74	0.189368934405
441	4.95662868441e-71	0.0130056357872
442	6.73057002419e-44	0.166201911947
443	5.99985684304e-84	0.0108752074197
444	3.04382634191e-150	0.285846197792
445	1.53427713206e-145	0.272566589774
446	3.39781875446e-114	0.240830413163
447	1.17366706559e-152	0.275429552775
448	6.81520555209e-08	0.0522118870359
449	1.10229151514e-05	0.0557417202625
450	0.0136020270871	0.0644131851417
451	1.06688218158e-64	0.190523811667
452	2.59092020455e-146	0.272684753842
453	4.20857937019e-168	0.297087001724
454	3.3537367027e-82	0.216225513042
455	6.56675529394e-86	0.222222118651
456	1.62156406703e-139	0.273695029318
457	1.77884736793e-21	0.126253382388
458	0.00113763344761	0.0824566972653
459	0.00318683697428	0.0602947495283
460	3.94242336449e-10	0.0446425445968
461	9.60999341529e-142	0.24565707053
462	7.39383493684e-05	0.052569788291
463	0.00046012791271	0.0866462699908
464	6.00972218565e-123	0.247535861804
465	9.51631483162e-08	0.10007030302
466	3.37785183732e-167	0.294901060295
467	0.000400555647657	0.087325223624
468	8.7266069969e-45	0.164759470042
469	6.04626890264e-09	0.101195433244
470	3.04382634191e-150	0.27412412104
471	2.0635150881e-14	0.116301426717
472	1.89103909334e-22	0.135741774909
473	9.69283117563e-41	0.158564880761
474	1.17366706559e-152	0.282277078437
475	5.1895807218e-52	0.0189752118186
476	2.90746182277e-95	0.217894812453
477	1.28850988763e-157	0.268395496745
478	3.28538833165e-54	0.0179132948201
479	8.32952595341e-39	0.161394861703
480	1.77660946336e-16	0.104537045413
481	3.15224366647e-126	0.259251903051
482	5.39334155734e-51	0.171969799768
483	1.91589601902e-76	0.210166081767
484	7.66745128235e-34	0.141327514986
485	4.65846880657e-73	0.192209620881
486	1.92747066672e-07	0.0941280869894
487	2.28455388774e-81	0.0127110876103
488	5.28309655648e-56	0.177259221146
489	3.56086235702e-09	0.100318822098
490	2.73550178086e-46	0.160007603565
491	1.80023483253e-153	0.275757697386
492	6.8947745906e-25	0.133677688665
493	0.00852680704769	0.0817448506147
494	1.63536815229e-13	0.117675190771
495	5.1734758563e-169	0.280239723825
496	8.89600513486e-157	0.28169183058
497	6.9262446393e-136	0.254855685084
498	4.33055809407e-147	0.276859889149
